id	name
CPD-2221	(R)-2-methylimino-1-phenylpropan-1-ol
CPD-15726	(<i>S</i>)-dichlorprop
CPD-11551	"&beta;-L-aspartylhydroxamate"
CPD-16785	pppGp(2'-5')A
CPD0-1345	hydroxymethyl-dCDP
CPD-206	phytanoyl-CoA
CPD-14671	cholesterol 20,22 epoxide
CPDQT-27	2-oxo-6-methylthiohexanoate
CPD-7526	"9,9'-di-<i>cis</i>-&zeta;-carotene"
CPD-16754	etoposide
ERYTHROSE	D-erythrose
CPD-181	4-methylumbelliferyl acetate
CPD-8734	"&gamma;-himachalene"
CPD0-2173	2-14:0-lysophosphatidylglycerol
CPD-17418	GDP-6-deoxy-4-keto-L-<i>xylo</i>-heptose
CPD-17406	GDP-6-deoxy-4-keto-D-<i>lyxo</i>-heptose
CPDQT-414	8-methylthiooctylhydroximate
TABERSONINE	tabersonine
CPD-18174	(2R,3S)-3,5-dihydroxy-2-methyl-2,3-dihydropyran-4-one
CPD-323	cholest-4-en-3-one
NA+	Na<SUP>+</SUP>
3-METHYLSULFINYLPROPYL-GLUCOSINOLATE	3-methylsulfinylpropyl-glucosinolate
CPD-11222	5-chloroprotocatechuate
CPD-618	(2<i>R</i>,3<i>S</i>)-2-methylisocitrate
CPD-17166	demethylarginomycin
CPD-9664	5-<i>epi</i>-valiolone
CPD-18178	(2E,6E,10E,14E)-2,6,10,14-tetramethylhexadeca-2,6,10,14-tetraene-1,16-diol
TRANS-DELTA3-CIS-DELTA5-DODECENOYL-ACP	"<i>trans</i>-&Delta;<sup>3</sup>-cis-&Delta;<sup>5</sup>-dodecenoyl-ACP"
CPD-7050	2,4-pyridinedicarboxylate
CPD-8075	1-18:2-2-16:1-monogalactosyldiacylglycerol
CPD-18280	2,4-xylenol
CPD-14899	7-dehydroporiferasterol
CPD-12896	citronellyll-CoA
CPD-10127	puromycin aminonucleoside 5'-monophosphate
CPD-8802	"&beta;-ylangene"
CPD-10651	2-methyl-<I>cis</I>-dienelactone
CPD-18128	arabidopaldehyde
CPD0-1386	S-carbamylcysteine
DEACETYLCEPHALOSPORIN-C	deacetylcephalosporin-C
CPD-18355	CDP-1,2-dicis-vaccenoylglycerol
CPD-17826	C60 dolichol phosphate
CPD-3343	isoformononetin
GDP-D-GLUCOSE	"GDP-&alpha;-D-glucose"
CPD-15551	methylsulfonyl
CPD-16813	rhizocticin D
STEARIC_ACID	stearate
CPD-13205	cellotetraose
CPD-7119	xanthohumol
CPD-1132	4-hydroxyhexan-3-one
FRUCTOSE-16-DIPHOSPHATE	fructose 1,6-bisphosphate
CPD-6721	lupiwighteone
CPD-9355	simazine
CPD-18353	1,2-dicis-vaccenoyl-phosphatidate
CPD-12192	densipolate
CPD-16753	"&beta;-paxitriol"
CPD-17791	2-(2,4-dihydroxy-6-methylbenzoyl)benzene-1,3,5-triol
CPD-4143	sitosterol
CPD-10343	duroquinone
CPD-15471	26-degluco-protogracillin
CPD-17414	(9Z,12E)-hexadecadienoyl-CoA
L-ARABITOL	L-arabitol
CPD-9000	"4-(&gamma;-L-glutamylamino)butanoate"
SOLANESYL-PYROPHOSPHATE	all-<i>trans</i>-nonaprenyl diphosphate
CPD-14174	N-(aminomethyl)urea
CPD-9635	hyperforin
CPD-713	6-oxocampestanol
CPD-16495	cytochrome c
CPD-7884	octacosanal
CPD-14493	betulinate
CPD-11932	5',5'''-diadenosine hexaphosphate
RENILLA-LUCIFERIN	renilla luciferin
CPD-195	octanoate
CPD-11428	L-thyronine
CPD-18157	isovitexin 7-<i>O</i>-xylosyl 2''-<i>O</i>-arabinoside
CPD-14922	3-<i>cis</i>-octadecenoyl-CoA
5-CHLOROFORMYCIN	5'-chloroformycin
CPD-11425	"aphidicolan-16&beta;-ol"
CPD-16513	saframycin A
CPD-9078	3,4-hexanedione
CPD-8257	fagopyritol A1
CPD-9375	L-2-aminopropionaldehyde
D-TARTRATE	D-tartrate
CPD-14273	3-oxo-lignoceroyl-CoA
CPD-12395	6-methylthiohexanonitrile oxide
CPD-11743	"deamino &alpha;-keto demethylphosphinothricin"
CPD-10255	(9Z,12Z,15Z)-hexadeca-9,12,15-trienoyl-CoA
CPDQT-419	8-methylthiooctyldesulfoglucosinolate
DTDP-D-GLUCOSE	"dTDP-&alpha;-D-glucose"
CPD-9285	n-pentane
CPD-8753	"&beta;-gurjunene"
SINAPOYL-S-MALATE	sinapoyl-(S)-malate
CPD-13534	"&beta;-ketovaleryl-CoA"
GMP-LYSINE-PHOSPHORAMIDATE	"GMP-N-&epsilon;-(N-&alpha;-acetyl lysine methyl ester) 5'-phosphoramidate"
CPD-12869	5-methyl-phenazine-1-carboxylate
CPD-8731	sibirene
CPD-16347	(S)-3-hydroxyhexacosanoyl-CoA
CPD-12756	hydrogenphosphonate
CPD-16600	"N-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose"
CPD-15617	<i>aldehydo</i>-L-oleandrose
CPD-8855	L-<i>erythro</i>-3-phenylserine
CPD-16497	3-oxo-palmitate
COPROPORPHYRIN_III	coproporphyrin III
CPD-10514	9,10-epoxystearate
CPD-12917	"4&alpha;-hydroxymethyl-5&alpha;-cholesta-7,24-dien-3&beta;-ol"
CPD-12875	drimenol
CPD-18300	4'-methoxydehydrocyclopeptine
CPD-3564	(S)-2-hydroxybutanoate
HMP	4-amino-2-methyl-5-pyrimidinemethanol
PHOSPHORYL-ETHANOLAMINE	<i>O</i>-phosphoethanolamine
CPD-16177	4-[(2Z)-2-(methylimino)ethyl]phenol
CPD-16581	allocholate
CPD-4186	lathosterol
CPD0-2336	paraquat
CPD-17171	"(3S)-&beta;-arginine"
CPD-7726	dihydroxyphaseic acid
S-4-BROMOPHENYL-MERCAPTOPYRUVATE	S-(4-bromophenyl)-mercaptopyruvate
CPD-17981	<i>L</i>-2-aminodecanoate
CPD-6644	wighteone
CPD-3609	maltitol
ERYTHRULOSE-1P	erythrulose 1-phosphate
CPD0-2516	tetraborate
CPD0-1057	diaminobiotin
CPD-14634	2',3',4'-<i>O</i>-methyl-rhamnosyl tetracyclic spinosyn pseudoaglycone
CPD-11227	indole-3-acetyl-isoleucine
CPD-16549	3-(<i>N</i>-morpholino)propanal
CPD-391	N-methyltyramine
CPD-10794	ADP ribose 1''-phosphate
CPD-11627	(<i>R</i>)-piperidine-3-carboxylate
CPD-13668	"30-hydroxy-&beta;-amyrin"
CPD0-1353	fluoropyruvate
CPD-10309	trigalacturonate
N-ACETYL-NEURAMINATE-9P	"<i>N</i>-acetyl-&beta;-neuraminate 9-phosphate"
CPD-941	S-(2-methylbutanoyl)-dihydrolipoamide
METHYLAMINE	methylamine
PHENYLHYDRAZINE	phenylhydrazine
CPD-9824	(4E,8E)-sphingadienine-18:0, ceramide
LANOSTEROL	lanosterol
CPD-18021	monoanhydrobacterioruberin
CPD-1081	"5&alpha;-cholestan-3-one"
CPD-16989	(<i>E</i>)-3-penten-2-one
CPD-17518	mitomycin C
CPD-13406	glycyl-L-aspartate
CPD-13144	aureothin
CPD-18323	2-methyladenine
CPD-13220	1-pentan-3-one
DIPROPYLETHER	dipropylether
CPD-17739	echinocandin D
CPD-15439	"3-<i>O</i>-&alpha;-L-rhamnosyl-(1&rarr;4)-&beta;-D-glucosyl-diosgenin"
CPD-13216	xylotetraose
N-ACETYL-9-O-ACETYLNEURAMINATE	<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate
CPD-12497	7-oxatyphasterol
N-METHYLHEXANAMIDE	N-methylhexanamide
CPD-406	N-methylethanolamine phosphate
CPD-17830	C95 dolichol phosphate
CPD-15683	9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA
CPD0-1272	chelidonate
CPD-18504	HT-2 toxin
CPD-10263	thalianol
CPD0-1532	(2S,3S,6S)-3-fluoro-2,6-diaminopimelate
CPD-16536	"cyanidin 3-<i>O</i>-&beta;-<i>D</i>-(p-coumaroyl)-sambubioside"
CPD-8287	1-16:1-2-18:2-phosphatidylethanolamine
CPD-14644	4-chloroindole-3-acetate
CPD-16454	"&gamma;-glutamylanilide diol"
3-SULFOCATECHOL	3-sulfocatechol
CPD-9676	trichloroethanol glucoside
N2ACETYL-ALPHA-NP	<i>N<sup>2</sup></i>acetyl-L-2-aminoadipate 6-phosphate
CPD-12943	gilvocarcin V
CPD-11479	<i>N</i>-citryl-spermidine
CPD-14795	"UDP-<i>N</i>-acetyl-&alpha;-D-galactosamine"
CPD-8210	trichloromethylthioester of Cu:pyrimidine-2,6-bis(thiocarboxylate)
CPD-15621	"&alpha;-D-gulose"
CPD1F-453	kaempferol-3-glucoside
CPD-7299	ureidomalonate
CPD-9151	3-chlorocatechol
CPD-3684	alloxan
CPD-8382	1-22:2-2-18:3-phosphatidylcholine
CPD-17761	decylplastoquinone
CPD-7682	1-piperideine 6-carboxylate
CPD-982	5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline
CPD-11666	GDP-<i>myo</i>-inositol
CPD-12803	fuscicoccin A
5-AMINO-5-DEOXY-D-GALACTOPYRANOSIDE	5-amino-5-deoxy-D-galactopyranoside
4-HYDROXY-3-INDOLYLMETHYL-GLUCOSINOLATE	4-hydroxy-3-indolylmethyl-glucosinolate
D-1-GUANIDINO-1-DEOXY-3-DEHYDRO-SCYLLO-I	D-1-guanidino-1-deoxy-3-dehydro-<i>scyllo</i>-inositol
CPD-9311	ethylsulfenate
5-VALEROLACTONE	5-valerolactone
CPD-16821	phenyl sulfate
CPD-58	octopamine
DIPYRROMETHANE	dipyrromethane
CPD-13018	"UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<i>N</i><sup>&epsilon;</sup>-D-lysine"
CPD-12912	"4&alpha;-formyl-stigmasta-7,24(24<sup>1</sup>)-dien-3&beta;-ol"
CPD0-1163	3-hydroxy-5-<i>cis</i>-tetradecenoyl-CoA
CPD-17209	18-oxo candicinolide
UBIQUINOL-30	ubiquinol-6
CPD-16988	(3R,4E)-3-hydroxyhex-4-en-2-one
CPD-12821	1,2-dipalmitoyl-phosphatidylglycerol-phosphate
CPD-10601	4-ethylguaiacol
R-CANADINE	(R)-canadine
CHLOROPHYLL-B	chlorophyll b
NICOTINE	(<i>S</i>)-nicotine
CPD-13154	avilamycin A
CPD-486	N-adenylylanthranilate
ACRYLATE	acrylate
CPD-14264	3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene
CPD-17937	benzoyl-pyrrothine
CPD-9779	4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate
CPD-10047	(3R,6R)-6-hydroxy-3-isopropenylheptanoate
C55-PP-GLCNAC-MANNACA	"<i>N</i>-acetyl-&beta;-D-mannosaminuronyl-(1&rarr;4)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol"
NACL	sodium chloride
CPD-14018	icosapentaenoyl-CoA
CPD-262	"CMP-<i>N</i>-glycoloyl-&beta;-neuraminate"
PYROGALLOL	pyrogallol
CPD-13781	"dTDP-3-amino-3,6-dideoxy-&alpha;-D-glucopyranose"
4-HYDROXYMUCONIC-SEMIALDEHYDE	(2E,4Z)-4-hydroxy-6-oxohexa-2,4-dienoate
CPD-16154	"&alpha;-D-fructofuranose 1-phosphate"
CPD-9815	angelicin
CPD-9006	(+)-germacrene A
CPD-456	"2-(&alpha;-D-galactosyl)-<i>sn</i>-glycerol 3-phosphate"
DTDP-D-FUCOSE	"dTDP-&alpha;-D-fucopyranose"
CPD-16371	inositol phosphomannosylinositol phosphoceramide D (C24)
CPD-846	HS<SUP>-</SUP>
N-DELTA-PHOSPHONOACETYL-L-ORNITHINE	"<i>N</i>-&delta;-(phosphonoacetyl)-L-ornithine"
2-DEHYDROPANTOATE	2-dehydropantoate
CPD-13930	(<i>Z</i>)-2-methyl-peroxyaminoacrylate
CPD-1833	"5-&alpha;-ergosta-7,22-diene-3-&beta;-5-diol"
CPD-14013	(+)-sabinene
CPD-201	4-hydroxybenzoyl-CoA
CPD-10373	nostocyclopeptide A2
CPD-13453	"neo-&lambda;-carrabiose"
3-OXODODECANOATE	3-oxo-dodecanoate
CPD-7077	tiglate
2-KETO-ISOVALERATE	3-methyl-2-oxobutanoate
CPD-14023	"(+)-&alpha;-terpineol"
CPD-10753	"2,4-diacetamido-2,4,6-trideoxy-&beta;-L-altropyranose"
CPD-9370	(+)-germacrene D
CPD-12620	3-[(8Z,11E,13Z)-pentadeca-8,11,13-trien-1-yl] )catechol
CPD-4569	homoferreirin
CPD-10773	(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one
CPD0-2013	adenosine-N-oxide
CPD-4586	dihydrodemethylsterigmatocystin
CPD-11787	arcyriaflavin A
CPD-15808	nogalaviketone
CPD-17987	"a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide"
CPD-14017	"&beta;-D-mannosyl-(1&rarr;4)-D-glucose"
12-DIHYDROXYDIBENZOTHIOPHENE	1,2-dihydroxydibenzothiophene
CPD-12277	1,3-cyclohexanediol
CPD-7408	<i>all-trans</i> phytofluene
ADENOSINE_DIPHOSPHATE_RIBOSE	ADP-D-ribose
CPD-610	trimetaphosphate
CPD0-2281	<i>N</i>-propargylglycine
CPD-9250	ginsenoside Rb1
CPD-13800	3-oxo-24-hydroxy-24-(isopropanoate)-cholest-4-en-26-oyl-CoA
ARISTOLOCHENE	aristolochene
CPD0-1512	N-acetylglucosaminolactone
CPD-16957	7,8-H<sub>2</sub>pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate
CPD-17638	7-hydroxylauroyl-CoA
CPD-12726	scutellarein
CPD-7913	5-octacosenal
CPD-14436	<i>N</i>-acetylglutaminylglutamine amide
CPD-15073	(<i>E</i>)-6'-hydroxyferulate
CPD-12784	"&alpha;-D-glucosyl-(1,2)-&beta;-D-glucuronate-(1,2)-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol"
CPD-15367	auricoloyl-CoA
CPD-7969	sulcatone
CPD-13458	neocarrabiose
3-7-DIMETHYLXANTHINE	theobromine
CPD1G-773	6-O-cis-keto-mycolyl-trehalose 6-phosphate
CPD-9603	oxindole-3-acetyl-aspartate-N-beta-glucosyl-beta-1,4-glucose
2-PROPENYL-GLUCOSINOLATE	2-propenyl-glucosinolate
CPD-9835	cinchonidine
2-OXOHEXANOATE	2-oxohexanoate
CPD-17390	glandicoline B
CPD-15875	thermoplasmaquinone-<i>7</i>
O-DICHLOROBENZENE	1,2-dichlorobenzene
QUINOLINE-4-CARBOXYLATE	quinoline-4-carboxylate
CPD-7021	"&alpha;-aminooxy-&beta;-phenylpropanoate"
CPD-15300	lampranthin I
CPD1F-766	"cyanidin-3-<i>O</i>-&beta;-D-glucoside"
CPD0-1101	M<sub>LPS</sub>
CPD-4610	kinetin-7-<i>N</i>-glucoside
3-OXOPALMITOYL-COA	3-oxo-palmitoyl-CoA
GLUTAMIDE	D-glutamine
CPD-18409	isotrichodermin
INOSINE	inosine
STAUROSPORINE	staurosporine
CPD-13784	dTDP-D-ravidosamine
CPD-16859	spheroiden-2-ol
S-4-BROMOPHENYL-L-CYSTEINE	S-(4-bromophenyl)-L-cysteine
ADP-MANNOSE	ADP-mannose
CPD-16521	2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
CPD-505	D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate
CPD-17946	xenorhabdin V
CPD-16740	14,15-epoxyemindole-SB
CPD-16797	2-amino-5-phosphopentanoate
CPD0-1051	"octyl &alpha;-D-galactopyranoside"
CPD-13824	mycinamicin V
CPD-8411	1-24:1-2-18:2-phosphatidylserine
CPD-511	pantetheine
CPD0-1171	peptidoglycan tripeptide-Lpp crosslink
CPD-9862	2-decaprenylphenol
CPD-603	3-cyano-L-alanine
CPD-13807	erythromycin E
CPD-9567	indole-3-acetyl-N-beta-D-glucose
CPD-18373	phosphatidylglycerol (1-palmitoyl, 2-cis-9,10-methylene hexadecanoyl)
HYDROGEN-MOLECULE	H<SUB>2</SUB>
L-HISTIDINOL-P	L-histidinol-phosphate
CPD-16366	inositol phosphomannosylinositol phosphoceramide B (C24)
TRIMETHYLSULFONIUM	trimethyl sulfonium
CPD-716	teasterone
CPD-10713	<i>di-trans, poly-cis</i>-polyprenol (C<sub>80</sub>)
CPD-7383	"pelargonidin 3-<i>O</i>-&beta;-D-caffeoylglucoside"
6-A-D-GLUCOSAMINYL-1D-MYO-INOSITOL-12	"6-(&alpha;-D-glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate"
CPD-8727	isopimaradiene-diol
CPD-11445	BM15766
CPD-8750	guaia-6,9-diene
PROPIONAMIDE	propionamide
CPD-17004	diphthine
CPD0-2224	(S)-3-hydroxyoctanoyl-CoA
L-XYLULOSE	L-xylulose
CPD-12721	streptothricin D acid
DETHIOBIOTIN	dethiobiotin
CPD-8068	"kaempferol 3-<i>O</i>-&beta;-<i>D</i>-glucosyl-(1->2)-glucosyl-(1->2)-&beta;-<i>D</i>-glucoside"
CPD-8310	1-18:1-2-18:2-digalactosyldiacylglycerol
CPD-7418	coumarinate
CO3	carbonate
CPD0-1965	diacetyl-L-lys-D-ala-D-ala
CPD-13101	docosanedioate
CPD-9573	indole-3-acetyl-glutamate-N-beta-D-glucose
CPD0-1197	L-mannonate
STRICTOSIDINE-AGLYCONE	strictosidine-aglycone
CPD-11906	holyrine A
CPD-15819	7-O-methylluteone epoxide
PHOTINUS-LUCIFERIN	photinus luciferin
CPD-15380	2'-hydroxypyridoxol
2-PHENYL-2-1-PIPERDINYLPROPANE	2-phenyl-2-(1-piperdinyl)propane
CPD-12496	(22R,23R)-22,23-dihydroxy-campest-4-en-3-one
CPD-16924	lovastatin acid
CPD-7954	ternatin
CPD-9719	menaquinone-<i>10</i>
CPD-6181	"&beta;-alanine betaine"
ISOCHORISMATE	isochorismate
INDOL-YLACETYL-MYO-INOSITOL-ARABINOSIDE	indole-3-yl-acetyl-<i>myo</i>-inositol L-arabinoside
2-BETA-D-GLUCOSYL-SN-GLYCEROL-3-PHOSPH	"2-(&beta;-D-glucosyl)-sn-glycerol 3-phosphate"
CPD-8891	(<i>R</i>)-propane-1,2-diol
CPD1F-128	<i>ent</i>-kaurene
CPD-8231	"&alpha;-eleostearate"
CPD-4567	cicerin-7-O-glucoside-6''-malonate
CPD-8807	"&gamma;-calacorene"
CPD-14676	rapamycin
CPD-16972	fumiquinazoline D
CPD-15635	10-<i>cis</i>-heptadecenoyl-CoA
CPD-18034	methyl fusarate
CPD-16688	9-decarboxy-tetracenomycin F1
CPD-7024	tropolone
CPD-15106	"quercetin 3-<i>O</i>-&beta;-<i>D</i>-glucosylgalactoside"
CPD-14295	"galactosaminyl-&alpha;1,3-<i>N,N'</i>-diacetylbacillosaminyl-&alpha;1-diphospho-<i>di-trans,octa-cis</i>-undecaprenol"
12-DIHYDROVOMILENINE	1,2-dihydrovomilenine
CPD0-1096	glucosamine 1,6-diphosphate
7-O-METHYLLUTEONE	7-O-methylluteone
CPD-14820	quercetin-3-gentiobioside
CPD-17049	3-benzyl-3,6 -dithio-6-(hydroxymethyl)-diketopiperazine
RETINAL	<i>all-trans</i>-retinal
CPD-4618	<i>cis</i>-zeatin-7-<i>N</i>-glucoside
CPD-15928	ipsenone
CPD-8402	1-20:2-2-18:3-phosphatidylserine
PHYTYL-PYROPHOSPHATE	phytyl diphosphate
ISOVALERYL-COA	isovaleryl-CoA
CPD-14837	(+)-sesaminol
2-IODOPHENOL-METHYL-ETHER	2-iodophenol methyl ether
CPD-17320	(11Z,14Z,17Z)-icosa-11,14,17-trienoate
CPD-7422	"&alpha;-zeacarotene"
CPD-8848	(<i>E,E</i>)-geranyllinalool
CPD1G-1	"1-(2-acetamido-2-deoxy-&alpha;-D-glucopyranosyl)-1D-myo-inositol"
CPD-7120	desmethylxanthohumol
CPD-15373	<i>aldehydo</i>-D-mannose
CPD-15190	3-hexaprenyl-4-aminobenzoate
N-ACETYL-TRYPTOPHAN	<i>N</i>-acetyl-L-tryptophan
CPD-15056	(2Z)-2-aminobut-2-enoate
CPD-17586	(2Z,4E)-2-hydroxy-6-oxo-6-sulfonatohexa-2,4-dienoate
CPD0-1558	"&beta;-2-thienyl-D,L-Alanine"
CPD-10786	CAI-1
CPD-16149	(<i>R</i>)-2-chloropropanoate
CYCLOHEXANONE	cyclohexanone
DADP	dADP
CPD-15886	(-)-dihydrokaempferol
CPD-15836	"&alpha;-tocotrienol"
CPD-18448	3-hydroxy-4-methylanthranilate-adenylate
CPD-16571	"&alpha;-gentiobiose"
CPD66-58	resolvin E2
CPD-16010	melittin
CPD-16689	"3&alpha;-hydroxy-<i>ent</i>-cassadiene"
CPD-15771	aklanonate anthrone-[acp]
CPD-15431	"<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol"
CPD-8077	1-18:1-2-16:2-monogalactosyldiacylglycerol
PHENYLHYDANTOIN	phenylhydantoin
4-COUMAROYLQUINATE	<i>trans</i>-5-<i>O</i>-(4-coumaroyl)-D-quinate
CPD-1087	"7&alpha;-hydroxycholest-4-en-3-one"
CPD0-1694	ferrous chloride
3-MERCAPTO-2-MERCAPTOMETHYLPROPANOATE	3-mercapto-2-mercaptomethylpropanoate
CPD-12262	tetra-acyl estolide
CPD-10728	"&beta;-L-fructopyranose"
CPD-487	adenosine 5'-phosphoramidate
CPD-16841	fusicoccin H aglycon
CPD-9527	gossypol-6,6'-dimethyl ether
CPD-18165	"2-phenylethyl &beta;-D-thiogalactopyranoside"
CPD-10734	2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate
CPD-8272	1-18:1-2-18:3-phosphatidate
CPD-18163	D-ravidosamine
CPD-13143	4-nitrosobenzoate
CPD-12811	D-altritol
P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole
3-DEHYDRO-SHIKIMATE	3-dehydroshikimate
CPD-9984	bacillibactin
CPD-16007	"&alpha;-NADP<sup>+</sup>"
CPD-611	thiamin triphosphate
CPD-12699	(2R)-2-hydroxy-2-methylbutanenitrile
CPD-16662	7-O-geranyl-2-O,3-dimethylflaviolin
CPD-15788	"15-decarboxymethyl-&epsilon;-rhodomycinone"
CPD-8346	1-18:1-lysophosphatidylcholine
CPDMETA-13650	3-oxo-5,6-didehydrosuberyl-CoA semialdehyde
CPD-574	biotin amide
CPD-14138	kanamycin D
CPD-178	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate
KDO2-PALMITOLEOYL-LIPID-IVA	Kdo<SUB>2</SUB>-(palmitoleoyl)-lipid IV<SUB>A</SUB>
CPD-8347	1-18:2-lysophosphatidylcholine
6-CARBOXYHEX-2-ENOYL-COA	6-carboxyhex-2-enoyl-CoA
#NAME?	(-)-5-oxo-1,2-campholide
CPD-9372	"&gamma;-glutamyl-isopropylamide"
CPD-9613	rhodoquinone-10
CPD-633	gentisate
CPD-8704	1-24:1-2-18:3-phosphatidylserine
CPD-4890	terpinolene
CPD-15645	"UDP-<i>N</i>-acetyl-&beta;-L-rhamnosamine"
CPD-8166	1-18:2-2-18:3-monogalactosyldiacylglycerol
CPD-8334	1-16:0-2-18:3-phosphatidylserine
4-METHYLCATECHOL	4-methylcatechol
CPD-7775	triacontanyl docosanoate
